130	10	1.6	0.9	4.6	1
106	13.4	3	1.1	0	2
112	2.6	0.7	41	19	3
101	6.3	1.5	0.9	2.9	1
102	6.6	1.2	1.4	1.3	1
106	9.6	2.4	1	1.3	1
126	10.4	1.7	1.2	3.5	1
117	9.2	1.9	1.5	6.8	1
118	10.6	1.8	1.4	3	1
92	11.1	2	0.7	-0.2	2
113	17.2	1.8	1	0	2
127	7.7	1.8	1.9	6.4	1
80	23	10	0.9	-0.1	2
98	10.4	1.6	2.3	-0.7	1
116	16.1	0.9	1.3	1.5	1
134	16.4	4.8	0.6	0.1	2
119	8	2	0.6	3.2	1
99	17.5	1.9	1.4	0.3	2
108	8.7	1.2	2.2	2.5	1
105	7	1.5	2.7	4.3	1
121	10.1	1.7	1.3	0.1	1
109	10.4	1.9	0.4	-0.1	1
133	9.7	2.9	0.8	1.9	1
106	9.4	2.2	1.5	0	1
116	9.2	2.7	1	4.2	1
97	14.2	3.6	1.5	0.3	2
116	10.1	2.2	1.6	0.8	1
103	8.1	1.4	0.5	3.8	1
120	1.9	0.7	18.5	24	3
112	6.5	1.2	1.2	2	1
123	5.6	1.1	13.7	56.3	3
112	6.8	1.7	1.4	3.3	1
107	13	1.1	0.9	3.1	1
101	6.7	1.3	1	5.7	1
114	9.9	2.4	1.5	5.7	1
120	3.4	1.8	7.5	21.5	3
120	12.4	2.4	0.8	1.9	1
120	3	2.5	1.2	4.5	3
113	7.8	2	1.1	3	1
94	20.5	1.8	1.4	-0.5	2
104	6.1	1.8	0.5	0.8	1
97	7.8	1.3	1.2	0.9	1
123	8.1	2.3	1	5.1	1
119	3.8	1.1	23	5.7	3
121	13.5	1.5	1.6	0.5	1
106	8.9	0.7	1	2.3	1
110	10.4	1.8	1	2.3	1
94	7.5	1.2	1.3	4.4	1
110	8.7	1.9	1.6	4.4	1
119	12.9	1.5	1.3	3.6	1
88	12.9	2.7	0.1	0.2	2
100	6.1	2.4	1.8	3.8	1
106	11.3	1.8	0.9	1	1
112	8.1	1.9	3.7	2	1
103	10.1	1.3	0.7	0.1	1
134	1.9	0.6	18.4	8.2	3
84	21.5	2.7	1.1	-0.6	2
101	7.8	1.2	1	1.7	1
109	5.3	1.6	1.4	1.5	1
102	5.3	1.4	1.3	6.7	3
93	8.9	1.5	0.8	2.7	1
116	7.8	1.4	1.1	3.7	1
110	9.2	1.6	1.5	0.3	1
125	3.7	1.1	8.5	25.9	3
68	14.7	7.8	0.6	-0.2	2
108	6.5	1	0.9	1.5	1
65	18.2	10	1.3	0.1	2
84	18.5	4.4	1.1	-0.3	2
109	9.7	1.4	1.1	2.1	1
120	8.4	1.1	1.4	1.4	1
105	8.7	1.5	1.1	1.5	1
108	10.4	2.1	1.3	2.4	1
129	11.9	2.7	1.2	3.5	1
106	6.7	1.5	1.2	3.9	1
121	10.1	2.4	0.8	3	1
112	10.6	1.6	0.9	-0.1	1
107	13	1.5	2.8	1.7	1
88	24.1	5.5	0.8	0.1	2
119	0.8	0.7	56.4	21.6	3
116	11.1	2	1.2	2.3	1
115	8.1	1.7	0.6	2.2	1
119	5.1	1.1	7	40.8	3
131	2.7	0.8	9.9	4.7	3
99	13	3.1	0.5	-0.1	2
89	21.8	7.1	0.7	-0.1	2
114	6.7	1.5	1	3.5	1
102	8.4	1.5	0.8	2.4	1
108	10.9	1.2	1.9	1	1
106	9.4	1.5	0.8	0.5	1
112	5.9	1.7	2	1.3	1
90	8.1	1.6	1.4	1.1	1
113	5.1	0.7	5.8	19.6	3
118	10.5	2.1	0.7	3.5	1
136	1.4	0.3	32.6	8.4	3
109	10	1.3	1.8	4.3	1
115	10.4	1.8	1.6	2	1
110	7	1	1.6	4.3	1
141	5.6	1.8	9.2	14.4	3
103	12.2	1.2	1.3	2.7	1
121	4.7	1.8	11.2	53	3
120	6.8	1.9	1.3	1.9	1
95	11.1	2.7	1.6	-0.3	2
110	20.3	3.7	0.6	0.2	2
102	7.6	1.8	2	2.5	1
89	23.8	5.4	0.5	0.1	2
116	11.5	1.8	1.4	5.4	1
103	8.5	1.8	1.9	1.1	1
