89	21.8	7.1	0.7	-0.1	2
110	9.2	1.6	1.5	0.3	1
105	8.7	1.5	1.1	1.5	1
98	5.7	0.4	1.3	2.8	1
102	9.5	1.4	1.1	1.6	1
107	8.4	1.8	1.5	0.8	1
102	6.6	1.2	1.4	1.3	1
122	9.7	1.6	0.9	2.2	1
113	7.8	2	1.1	3	1
121	10.1	1.7	1.3	0.1	1
110	8.4	1.4	1	1.9	1
120	10.4	2.1	1.1	1.8	1
120	3	2.5	1.2	4.5	3
114	8.1	1.6	1.6	0.5	1
99	13	3.1	0.5	-0.1	2
93	8.9	1.5	0.8	2.7	1
105	6.1	2.1	1.4	7	1
119	0.8	0.7	56.4	21.6	3
99	13	3.6	0.7	-0.1	2
105	11.1	1.1	0.8	1.2	1
105	8.1	2	1.9	-0.5	1
103	8.1	1.4	0.5	3.8	1
117	6.7	2.2	1.8	6.7	1
106	11.3	1.8	0.9	1	1
106	13.4	3	1.1	0	2
80	23	10	0.9	-0.1	2
134	2	0.5	12.2	2.2	3
141	5.6	1.8	9.2	14.4	3
107	10.1	2.2	0.9	2.7	1
110	8.7	1.9	1.6	4.4	1
88	16.5	4.9	0.8	0.1	2
120	8.4	1.1	1.4	1.4	1
116	9.2	2.7	1	4.2	1
115	10.4	1.8	1.6	2	1
111	11.9	2.3	0.9	3.8	1
119	12.9	1.5	1.3	3.6	1
105	17.4	1.6	0.3	0.4	2
133	9.7	2.9	0.8	1.9	1
98	9.1	1.4	1.9	-0.3	1
120	6.8	2.1	10.4	38.6	3
115	6.3	1.2	4.7	14.4	3
107	13	1.5	2.8	1.7	1
100	11.3	2.5	0.7	-0.3	1
109	7.6	1.3	2.2	1.9	1
117	7.8	2	1	3.9	1
107	13.8	1.5	1	1.9	1
84	18.5	4.4	1.1	-0.3	2
126	0.5	0.2	12.2	8.8	3
110	11.3	2.3	0.9	3.3	1
107	13	1.1	0.9	3.1	1
110	7	1	1.6	4.3	1
98	10.4	1.6	2.3	-0.7	1
100	6.1	2.4	1.8	3.8	1
113	17.2	1.8	1	0	2
108	7.1	1.3	1.6	2.2	1
108	3.5	0.6	1.7	1.4	3
114	10.9	2.1	0.3	1.4	1
106	9.4	1.5	0.8	0.5	1
106	9.4	2.2	1.5	0	1
108	6.5	1	0.9	1.5	1
115	8.1	1.7	0.6	2.2	1
112	9.5	2	1.2	0.7	1
103	9.5	2.9	1.4	-0.1	1
115	10.6	0.8	2.1	4.6	1
68	14.7	7.8	0.6	-0.2	2
113	9.9	3.1	2	5.9	1
116	11.9	1.8	1.9	1.5	1
118	10.5	2.1	0.7	3.5	1
139	4.2	0.7	4.3	6.3	3
114	8.4	1.6	1.6	-0.2	1
115	15.3	2.3	2	2	1
118	6.5	1.3	1.7	11.5	3
94	7.5	1.2	1.3	4.4	1
113	9	2	1.8	1.6	1
101	7.1	2.2	0.8	2.2	1
112	2.6	0.7	41	19	3
134	1.9	0.6	18.4	8.2	3
144	22.3	3.3	1.3	0.6	2
97	14.2	3.6	1.5	0.3	2
113	8.5	1.8	0.8	0.5	1
101	7.1	1.6	1.5	1.6	1
65	18.2	10	1.3	0.1	2
98	16.7	4.3	1.7	0.2	2
120	12.4	2.4	0.8	1.9	1
113	11.1	1.7	0.8	2.3	1
115	7.1	1.3	1.3	2	1
111	8.5	1.6	1.2	7.7	1
111	8.4	1.5	0.8	1.2	1
118	3.6	1.5	11.6	48.8	3
95	11.1	2.7	1.6	-0.3	2
101	6.7	1.3	1	5.7	1
112	6.8	1.7	1.4	3.3	1
100	9.5	2.5	1.3	-0.2	1
67	23.3	7.4	1.8	-0.6	2
105	7	1.5	2.7	4.3	1
109	9.2	1.8	1.1	4.4	1
90	8.1	1.6	1.4	1.1	1
111	8.5	1.6	1.1	3.9	1
101	6.3	1.5	0.9	2.9	1
110	20.3	3.7	0.6	0.2	2
102	8.4	1.5	0.8	2.4	1
99	17.5	1.9	1.4	0.3	2
113	5.1	0.7	5.8	19.6	3
105	9.5	1.8	1.6	3.6	1
117	12.2	1.9	1.2	3.9	1
120	3.4	1.8	7.5	21.5	3
116	7.8	1.4	1.1	3.7	1
